wall_time,stage_index,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad
1789205760.2703028,-1,0.6498148651516358,-0.012191752133800877,0.37583121907264344,-0.0009539001814933692,-0.08262325545502422,1.5718289469661522
1789205760.3171935,0,0.6498119245682191,-0.012176500813985336,0.3758352215293231,-0.0009630589629960637,-0.08260083918364255,1.571837694426289
1789205760.3628309,0,0.6498100824553068,-0.012166970246458476,0.37583774418202254,-0.0009687491053445754,-0.08258695439631704,1.571843110972469
1789205760.4124722,0,0.6498080725676773,-0.012156717307511335,0.3758404137613818,-0.000974964928201412,-0.08257185231476372,1.5718489135527536
1789205760.4628708,0,0.6498060531164168,-0.012146484065640003,0.3758430784480429,-0.0009811390600016226,-0.08255738080623667,1.571854622234363
1789205760.5124114,0,0.6498040442032441,-0.012136984147792051,0.37584549397295997,-0.000987306997149027,-0.08254272760973026,1.571860226612317
1789205760.5630789,0,0.6498020266268577,-0.012126634899711304,0.37584820441202516,-0.0009934870686468017,-0.08252774280208218,1.5718659037452547
1789205760.6132538,0,0.6497999821672257,-0.012116783674743791,0.37585070653964875,-0.000999690542902146,-0.08251327771672926,1.5718714791091781
1789205760.6626077,0,0.6497979601008114,-0.012106998465821544,0.37585320658846355,-0.0010058577821975675,-0.08249888988603155,1.571877049929658
1789205760.713259,0,0.6497959236274997,-0.012097158220168682,0.37585573626854835,-0.0010120336334396342,-0.08248423253023696,1.571882583964701
1789205760.7625978,0,0.649793877118427,-0.012087177677100734,0.3758582838002956,-0.0010182017842806017,-0.08246997606720427,1.57188802135288
1789205760.8125908,0,0.649791849401302,-0.012077353520081309,0.37586077597600304,-0.0010243537159749362,-0.08245583787307499,1.5718934980075876
1789205760.8742175,0,0.649789788763001,-0.012067794832283108,0.3758632024189828,-0.0010305354142808735,-0.08244155449109462,1.571898762966352
1789205760.9231546,0,0.6497873500000023,-0.012056473414172654,0.3758660243317095,-0.0010378872155171494,-0.08242449406452955,1.5719052583209197
1789205760.9731774,0,0.6497852931919167,-0.012046890533799672,0.3758684106398225,-0.0010440293333841522,-0.0824107010245604,1.5719105301225331
1789205761.0231893,0,0.6497832256226582,-0.012037366665860128,0.3758708045521948,-0.001050191309626396,-0.08239682642598115,1.5719155888438514
1789205761.073062,0,0.6501309099397453,-0.009571081759594887,0.3767602916538235,-0.0007374907171121407,-0.08169939430980558,1.5716877318622717
1789205761.1226673,0,0.6518459320867749,0.0028385171344259157,0.3814137385103565,0.001965637817859643,-0.06576013688729856,1.5696715227247704
1789205761.1724906,0,0.6540428814269504,0.02289526302757843,0.38712771439650817,0.0026169274352249414,-0.038331121477441076,1.5678618097081225
1789205761.223377,0,0.6554952431252367,0.04839077526152156,0.3903702465104675,0.0032560750496977795,-0.01619568030101891,1.5687645726512571
1789205761.2864685,0,0.6556885733688629,0.07725788091687832,0.3895535375129251,0.0034452574354575335,-0.0005057947685048776,1.569475519525382
1789205761.3330033,0,0.6541775826673208,0.11434027882168075,0.3850910883400416,0.0006442109974060056,0.017606361395854125,1.5688748535267656
1789205761.3830922,0,0.6518725228462519,0.14617466647118244,0.38245083831128585,-0.0009003526675710078,0.03174576446827455,1.568620650040241
1789205761.4324675,0,0.6494590876981267,0.17837666531006516,0.38397081630644153,-0.003955555287274334,0.044486890609420626,1.570092026915391
1789205761.483257,0,0.6480788414134047,0.21076514957861023,0.3886960980105926,-0.003803450408687983,0.0542650294249619,1.5754173020762003
1789205761.5331445,0,0.648117997772586,0.2428498200555811,0.3934378168524031,-0.000813551798453678,0.06326568194887568,1.5834777354455467
1789205761.5827684,0,0.649043770688995,0.2746467931024745,0.3973309569346952,0.0038839729002229997,0.07038504085435676,1.5917315584859673
1789205761.6323845,0,0.649969556942316,0.3061526688495059,0.3997427555941896,0.008548778295502194,0.07533853757758997,1.5980813119300765
1789205761.6828895,0,0.6500871377585287,0.33699797778815427,0.4001302967618968,0.010529047885327223,0.0788670796310091,1.6001196327800504
1789205761.7330713,0,0.6491975435189111,0.36696005376269053,0.3986680462744731,0.010293893706748818,0.0803635149359814,1.5992127837062713
1789205761.7918036,0,0.6480707907620766,0.39031446001032327,0.39761664703445776,0.009182372797249094,0.08187679614127726,1.5975547698233972
1789205761.8434296,0,0.6460183593680838,0.4302290046279842,0.39759690143331466,0.008325727172074134,0.08489505475393211,1.595349760380089
1789205761.8923435,0,0.6450392288157971,0.45820563238806605,0.3984861939848817,0.009270694901204397,0.08670331376584568,1.5948264973524502
1789205761.9430108,0,0.6445303960379101,0.48575014750174716,0.3992903260983032,0.01069998675662896,0.0869484091453349,1.5942214122187834
1789205761.9929802,0,0.6442942578553605,0.512850246484823,0.39979635181398077,0.012212418647410423,0.08579614967024816,1.5935000528454204
1789205762.0422401,0,0.6441452065013661,0.5342290178288397,0.4000170749338569,0.01294800951502684,0.08500849485761679,1.5927743545648259
1789205762.0873377,0,0.6438336507769081,0.5626564857279878,0.3999357888813835,0.01294820915822985,0.08376181131436651,1.591149766633116
1789205762.1334398,0,0.6435062441957632,0.586523837922461,0.39990953849183475,0.013272374579459437,0.0825171891718747,1.5899995110526213
1789205762.1827435,0,0.6431346793036061,0.6120747895190337,0.4000145342356625,0.01349236174776097,0.08129428792379012,1.5891376140829327
1789205762.2323747,0,0.6425613243475922,0.6329434981773725,0.39765323991912593,0.013175260834466077,0.09695340884430494,1.5892922341815132
1789205762.2861004,0,0.6424693097165871,0.6334436347537826,0.39819420964306207,0.013373452147546448,0.09855090352986635,1.5889264512391634
1789205762.332835,0,0.6421029599872305,0.6300209803767063,0.39741556005442147,0.009606786898088302,0.08531297199374646,1.58795565919805
1789205762.383557,0,0.642170200114904,0.6262166228914351,0.3966797907305476,0.003758519009565152,0.07345117790876277,1.5880635054315273
1789205762.4334786,0,0.642755495778545,0.6219291710359183,0.39628965063301624,0.003679420231586521,0.05805179650980783,1.5887957395225354
1789205762.4825742,0,0.6438800675435014,0.6169470575411318,0.39554040729362533,0.005854879768021261,0.04121144526279363,1.5854386586309919
1789205762.5335374,0,0.6450489864991135,0.6119647332549863,0.3924884395353957,0.009241800000583123,0.023199891259220097,1.5805017723572707
1789205762.5829113,0,0.6453073463351674,0.6079434622720885,0.3842221952821858,0.014423091018959857,0.0016260705787908465,1.5789148969398612
1789205762.6333513,0,0.6444795227723953,0.6058294877450245,0.373143733108086,0.020674859455986055,-0.026131557545609748,1.5770315810912687
1789205762.682513,0,0.6433122612667528,0.6057353370046885,0.3638519952271501,0.02821722076042157,-0.05882123989677005,1.5740239424352878
1789205762.7327693,0,0.6424480459888929,0.6065675938183416,0.3582749910546253,0.03290369968584065,-0.0863035945014821,1.5717194092455764
1789205762.7864678,0,0.641815870493132,0.6074196357767943,0.35678206124277967,0.03470868233603889,-0.10266746636041602,1.5705745550715442
1789205762.8328135,0,0.6396481541730263,0.6097780232417781,0.35737888744838825,0.03113413059628649,-0.12320642370975145,1.5694801894273926
1789205762.8827863,0,0.6366085559435742,0.6129509449822121,0.3586116717295276,0.026858628897891507,-0.1304472226144633,1.572577066414895
1789205762.9329064,0,0.6331848798029732,0.6175809280667898,0.36004460262855753,0.0229859658720884,-0.12690920785974663,1.577114856914933
1789205762.9830825,0,0.629069548207581,0.6242989408830725,0.36106587580929383,0.015665367198477737,-0.11993315685750057,1.5826088273028802
1789205763.0325863,0,0.6247630993731635,0.6330215374171737,0.3623133260085253,0.008445360310946788,-0.10677264480487575,1.5900251396739833
1789205763.08257,0,0.6206615973444796,0.6430117776220547,0.3641922992226659,0.0009013343249650796,-0.08832494015196223,1.5983450043133551
1789205763.1334667,0,0.616122421702393,0.6554799294254816,0.36643835955064075,-0.00821888878426616,-0.07100103009687268,1.6088990621825576
1789205763.183013,0,0.6118084439589376,0.669587906934772,0.36983457959318183,-0.014615965905767324,-0.04944093085586799,1.624489344704913
1789205763.23249,0,0.6071016691343825,0.6848854930519931,0.374228735328477,-0.02285383204120261,-0.031396619551911,1.6408565631657568
1789205763.2868502,0,0.60279799498387,0.6945923634743766,0.379296660595412,-0.02960325885999289,-0.022924593315078283,1.6444466620473435
1789205763.3332467,0,0.5985850419230537,0.7045953628430266,0.38678344281570515,-0.02333297686319084,-0.011045285218017425,1.6642597080150834
1789205763.3831453,0,0.5987055924408706,0.7077826712782886,0.3925270170825587,-0.031107055509293883,-0.024272525476580768,1.6681152711200629
1789205763.4332056,0,0.5986883018320946,0.7098307125104328,0.3955721319743974,-0.045938856215318125,-0.0651031886526224,1.6686398148299182
1789205763.4831378,0,0.5991404647882806,0.7137517651138161,0.39981679808310777,-0.042799709840886435,-0.10888518102945238,1.6699842146207762
1789205763.5325463,0,0.6006177754334954,0.7202814954192736,0.4057576565904058,-0.027189669099421172,-0.14584371661549655,1.6723164546714133
1789205763.58261,0,0.6029696537639335,0.7302433625164684,0.41297918620033686,-0.01217177582509913,-0.17320714015001923,1.6747251436908874
1789205763.6334577,0,0.6058886483323399,0.7435612700878509,0.4206282334293771,0.0015225303059241964,-0.188180723096271,1.6764735943302915
1789205763.6829693,0,0.6090456263734669,0.7593439580883808,0.4275782087845099,0.011468086478055889,-0.19574850052005527,1.6733163738837564
1789205763.7333736,0,0.6128545572941047,0.776580519604531,0.43420412265005426,0.016316335824277096,-0.19805961494900604,1.662916057321137
1789205763.7880313,0,0.6170951533766479,0.7891621686479606,0.4413794033478731,0.032235747760578574,-0.2057899770657732,1.6584974315836765
1789205763.83712,0,0.6241743968206942,0.8101651902610958,0.4563755825794241,0.03719881453878808,-0.23068189219594185,1.6460802450779846
1789205763.8824153,0,0.6302289350417158,0.8273140106453218,0.467587908002705,0.04117038025706259,-0.24251392673910144,1.6299118015292633
1789205763.9325016,0,0.6373686921057589,0.846552737662065,0.4722070416769746,0.04118259573496677,-0.23711450703299972,1.6003386051865451
1789205763.9828908,0,0.6438136721417262,0.8602179321311683,0.4660763626479913,0.05376842619319583,-0.2227606726526951,1.552271352354857
1789205764.0327485,0,0.649375494832971,0.8681109894047533,0.4587152449909703,0.09262989561039622,-0.25626430656344534,1.5339028227858489
1789205764.082924,0,0.6507776902974949,0.8713155231476853,0.4521570403704669,0.10222114191517578,-0.26878454733723656,1.5237429683785475
1789205764.1331005,0,0.6458550035728189,0.8773040146569403,0.4586111831092756,0.0761945404747746,-0.29521336139423987,1.5190519096692898
1789205764.1831448,0,0.6370647974060507,0.8860944558663277,0.4703331853220113,0.048420773406577036,-0.309192475042778,1.5054567919362458
1789205764.2325428,0,0.6283134162146968,0.8980515192897088,0.4781239851863309,0.04074115770629465,-0.28728003658670587,1.4920526138580785
1789205764.2864885,0,0.6238505466827944,0.9114415673151218,0.4817621533695007,0.0354269645231379,-0.2739445755322106,1.4904283452900309
1789205764.3335612,0,0.6237335504788699,0.9344159564108901,0.4886344527613606,0.028390400555323075,-0.25872145935086616,1.4865839887898593
1789205764.382846,0,0.6284994137393487,0.9558895274220975,0.49970688112562833,0.036674226493262296,-0.24886547251515673,1.4851735827590347
1789205764.432814,0,0.6390507160965989,0.9768098752962641,0.5161888069349521,0.0686366774844526,-0.27329074969623357,1.4891611981374968
1789205764.4826212,0,0.6521150722840825,0.9955376488555763,0.53685976640231,0.10520395918699406,-0.3217316845373528,1.4951835251916548
1789205764.5331151,0,0.6664444484703947,1.0114959442703062,0.5606711388404835,0.13471490035937506,-0.3661132452777626,1.4998111413456983
1789205764.5826786,0,0.6812350468546977,1.0236262163279424,0.5841638107061928,0.14423797166860117,-0.374542555510366,1.4807425585118983
1789205764.6333208,0,0.6969623609553915,1.035699501882024,0.6062815464862933,0.14268548392969577,-0.3722317763167659,1.4529921393114889
1789205764.683118,0,0.7144789431576722,1.0483433763397045,0.6191048913996622,0.13554927942415135,-0.36474974282242967,1.4323678851142283
1789205764.7326095,0,0.7303973646466164,1.0573029526907303,0.614623580611379,0.11953790636334767,-0.31125229015390243,1.4133754513797872
1789205764.7895918,0,0.7405289702929584,1.062768601962696,0.6049972495093222,0.09765059303643868,-0.25353302773606845,1.4044435345809316
1789205764.8369405,0,0.7559654530730785,1.0623931696129612,0.5954175155394292,0.15720912480998397,-0.2907073884541738,1.427087135151648
1789205764.8833668,0,0.7590832500610648,1.0631321264799056,0.5962919877034559,0.13941542512964877,-0.29681149381906696,1.4399925002616252
1789205764.9333966,0,0.7565141380019722,1.0715394956607232,0.608086412235546,0.09211570614031575,-0.3181903322870013,1.4421138213636355
1789205764.9831398,0,0.7486964193155856,1.086084520232603,0.6233118849549254,0.06249922333665565,-0.3370958477645691,1.4394218857221701
1789205765.032712,0,0.7397125122118613,1.1050699671147854,0.6323720250463843,0.05117522869959305,-0.32175541291159915,1.429887924532215
1789205765.0826952,0,0.7325908152038928,1.1278852839338827,0.6357920256004647,0.049118631164973406,-0.29116343380891857,1.4309211990690711
1789205765.1332068,0,0.7327290374066404,1.1488159911092737,0.6416905601052596,0.05232526270520517,-0.2902846736463676,1.4382040518350518
