wall_time,x_m,y_m,z_m,roll_rad,pitch_rad
1789203269.134293,0.881122491261535,4.790827377918505,2.001551090159177,0.008019426122038795,-0.0815345377319523
1789203269.1345096,0.8811200186172894,4.790849978978221,2.001557704039623,0.008012029238851519,-0.08148638440392714
1789203269.1346486,0.8811183856518479,4.790864823884677,2.0015620301382784,0.008007179488687772,-0.0814547568757229
1789203269.1347635,0.8811159579992704,4.790886798538577,2.001568409965831,0.008000015642722893,-0.08140794410592664
1789203269.1348794,0.8811143531336239,4.790901274819436,2.001572598366099,0.007995307315343038,-0.08137711226836657
1789203269.1349895,0.8811119647689467,4.790922760679919,2.0015787960422413,0.007988335282813171,-0.0813313598211032
1789203269.135097,0.8811103842111963,4.790936949076527,2.0015828776047258,0.00798374255911653,-0.08130115942102811
1789203269.13521,0.8811080298793383,4.790958051150396,2.001588934139453,0.007976928099148092,-0.08125626386544788
1789203269.1353185,0.8811064703513029,4.790972012616286,2.001592933018189,0.007972430444505,-0.08122657908400674
1789203269.1354246,0.881104145243627,4.790992812055611,2.0015988805292473,0.007965745148390869,-0.0811823849247667
1789203269.13553,0.8811026039678915,4.791006592912087,2.0016028155220993,0.007961325811381662,-0.08115312793977665
1789203269.1356356,0.8811003042260049,4.79102715068852,2.0016086788380325,0.007954747595995298,-0.08110952295471134
1789203269.1357393,0.8810987786451704,4.791040787689243,2.0016125646119773,0.007950393134682038,-0.08108062570553043
1789203269.1359184,0.881096500830006,4.791061152174964,2.0016183631735767,0.007943903659451086,-0.08103751765762504
1789203269.140625,0.8810949889039003,4.79107467357943,2.0016222111553654,0.007939603277336086,-0.08100892666881647
1789203269.146152,0.8810927303072991,4.7910948819661785,2.0016279600701785,0.007933188282372118,-0.08096624546813472
1789203269.1495955,0.8810912303430485,4.791108310089882,2.001631779185347,0.007928933641978733,-0.08093791985556086
1789203269.1563375,0.8810889886118516,4.791128392590264,2.001637490389615,0.007922581290890183,-0.08089560529814427
1789203269.1597424,0.8810874992618716,4.791141745084051,2.001641287680433,0.00791836519552653,-0.08086750793898743
1789203269.1654243,0.8810852728204396,4.791161723909782,2.0016469703174455,0.007912067407874873,-0.080825521476884
1789203269.169913,0.8810837933401672,4.791175012817781,2.0016507509908306,0.00790788519193611,-0.0807976295573299
1789203269.175622,0.8810815811709114,4.791194904066113,2.0016564118767874,0.007901635856556831,-0.08075594009132826
1789203269.180141,0.8810801108958942,4.791208139199329,2.0016601799152913,0.007897484272866384,-0.08072823722477981
1789203269.1859787,0.8810779122400052,4.79122795523286,2.001665824186131,0.00789127872147521,-0.08068681948070013
1789203269.1904917,0.8810764508559239,4.7912411430871735,2.001669582438468,0.007887155655021296,-0.0806592950323448
1789203269.1960595,0.8810742651878507,4.791260893045304,2.001675213825262,0.007880991129630322,-0.08061813403975347
1789203269.1996276,0.8810728122621542,4.791274039716417,2.0016789645494297,0.007876894381038361,-0.0805907744339867
1789203269.2065501,0.8810706390263742,4.791293731659862,2.0016845860260672,0.007870767987210661,-0.08054985248497809
1789203269.210265,0.8810691942401498,4.791306841886206,2.001688330955374,0.007866695865517758,-0.08052264735349325
1789203269.216006,0.8810670329199612,4.791326482672188,2.001693944876801,0.007860605372329854,-0.08048195062226676
1789203269.220326,0.881065595852942,4.7913395612329905,2.0016976855173363,0.007856555986354897,-0.08045488756291658
1789203269.2262938,0.8810634458351526,4.791359157721223,2.0017032940166337,0.007850498306927193,-0.08041439595779937
1789203269.229583,0.8810620162858218,4.791372207780703,2.0017070314826246,0.00784647081780414,-0.0803874706644936
1789203269.2363448,0.8810598776192281,4.791391762283395,2.0017126356677477,0.007840445155990045,-0.08034717995427451
1789203269.2397616,0.88105845567315,4.791404784801714,2.001716370482618,0.007836438873846503,-0.08032038756651007
1789203269.2465138,0.8810563284283869,4.7914242986343965,2.001721970922158,0.00783044539635984,-0.08028029848353095
1789203269.2505283,0.8810549140116448,4.791437294964474,2.0017257034539973,0.007826460217591705,-0.08025363747628368
1789203269.2564123,0.8810527979513891,4.791456770742164,2.00173130075175,0.007820497912456308,-0.08021374163483211
1789203269.2597253,0.8810513909259273,4.791469742440023,2.0017350313553344,0.0078165332198182,-0.08018720720120638
1789203269.2667787,0.8810492858283828,4.791489182277125,2.0017406259476007,0.007810601199501547,-0.08014749817412331
1789203269.270115,0.8810478860049734,4.791502130642062,2.0017443548355423,0.007806656290489365,-0.080121086308512
1789203269.2758048,0.8810457915202411,4.791521536861625,2.0017499471052895,0.007800753451984668,-0.08008155846174646
1789203269.2802198,0.8810443986458274,4.79153446397158,2.0017536747030134,0.007796827298760452,-0.08005526196866232
1789203269.285889,0.8810423145116417,4.791553839322154,2.0017592652907124,0.0077909522263385975,-0.08001590430525095
1789203269.290418,0.8810409286126001,4.791566745741018,2.001762991770621,0.0077870447339418785,-0.0799897222618349
1789203269.2962396,0.8810388551141917,4.791586089376723,2.00176858052743,0.0077811978244080055,-0.07995053678502553
1789203269.299507,0.8810374763255575,4.791598974644457,2.001772305724776,0.007777309366260794,-0.07992447064145827
1789203269.3064725,0.8810354134214803,4.7916182870819375,2.001777892562231,0.007771490772673797,-0.07988545641954042
1789203269.3098376,0.8810340416515764,4.791631151875747,2.001781616481726,0.007767621032125947,-0.07985950295218394
1789203269.3185303,0.8810319892139143,4.791650434049978,2.0017872014006457,0.007761830280527985,-0.07982065575896227
1789203269.3199763,0.8810306242003775,4.791663280037235,2.0017909242572225,0.007757978673899001,-0.07979481047648716
1789203269.3257475,0.8810285817983429,4.791682534769948,2.00179650769496,0.007752214556455762,-0.07975612194861995
1789203269.330284,0.8810272235444115,4.791695362181788,2.001800229487371,0.007748380361708414,-0.07973038027320616
1789203269.3359506,0.8810251913493469,4.79171458870991,2.0018058111754695,0.007742642672085546,-0.07969184929893758
1789203269.3403676,0.8810238399832744,4.791727396790618,2.0018095316125764,0.007738826546924239,-0.07966621553755812
1789203269.345994,0.8810218180405819,4.791746594696899,2.001815111206507,0.007733115741880133,-0.07962784408043809
